year,agegrp,sex,dimd,population_size,clbr,population_size_calibrated
2029,05-09,men,5,172170,1643799,166431.974073473
2029,05-09,men,6,164317,1643799,158840.696310802
2029,05-09,men,7,151809,1643799,146749.558878549
2029,05-09,men,8,147206,1643799,142299.96616983
2029,05-09,men,9,136801,1643799,132241.740635564
2029,05-09,men,10 least deprived,117626,1643799,113705.798817252
2029,10-14,men,1 most deprived,196315,1777074,188130.209524195
2029,10-14,men,2,198537,1777074,190259.56961162
2029,10-14,men,3,207098,1777074,198463.643287787
2029,10-14,men,4,201512,1777074,193110.535525251
2029,10-14,men,5,186296,1777074,178528.922973382
2029,10-14,men,6,178735,1777074,171283.157167344
2029,10-14,men,7,165761,1777074,158850.070860302
2029,10-14,men,8,161449,1777074,154717.84732431
2029,10-14,men,9,150760,1777074,144474.49450051
2029,10-14,men,10 least deprived,130611,1777074,125165.5492253
2029,15-19,men,1 most deprived,248140,1902247,240187.50646998
2029,15-19,men,2,226253,1902247,219001.95011426
2029,15-19,men,3,213506,1902247,206663.47125163
2029,15-19,men,4,198726,1902247,192357.146815319
2029,15-19,men,5,184566,1902247,178650.952362128
2029,15-19,men,6,181045,1902247,175242.794828958
2029,15-19,men,7,167607,1902247,162235.461420625
2029,15-19,men,8,168482,1902247,163082.419058093
2029,15-19,men,9,160936,1902247,155778.256392572
2029,15-19,men,10 least deprived,152986,1902247,148083.041286437
2029,20-24,men,1 most deprived,286175,1873010,299782.831258242
2029,20-24,men,2,240779,1873010,252228.218144591
2029,20-24,men,3,209161,1873010,219106.759041863
2029,20-24,men,4,183520,1873010,192246.51067533
2029,20-24,men,5,169677,1873010,177745.265866707
2029,20-24,men,6,164516,1873010,172338.85652933
2029,20-24,men,7,156234,1873010,163663.041351621
2029,20-24,men,8,156866,1873010,164325.093415412
2029,20-24,men,9,153363,1873010,160655.523194751
2029,20-24,men,10 least deprived,152719,1873010,159980.900522154
2029,25-29,men,1 most deprived,239210,1758912,268504.151157079
2029,25-29,men,2,226066,1758912,253750.509742386
2029,25-29,men,3,194777,1758912,218629.794113634
2029,25-29,men,4,171710,1758912,192737.961603537
2029,25-29,men,5,161033,1758912,180753.434109268
2029,25-29,men,6,154455,1758912,173369.878629516
2029,25-29,men,7,151595,1758912,170159.637116581
2029,25-29,men,8,152175,1758912,170810.665115708
2029,25-29,men,9,152664,1758912,171359.549066696
2029,25-29,men,10 least deprived,155227,1758912,174236.419345595
2029,30-34,men,1 most deprived,233659,1887504,252095.92490506
2029,30-34,men,2,237579,1887504,256325.233536989
2029,30-34,men,3,210947,1887504,227591.828566191
2029,30-34,men,4,187365,1887504,202149.084648297
2029,30-34,men,5,177341,1887504,191334.138289508
2029,30-34,men,6,169589,1887504,182970.464688817
2029,30-34,men,7,167252,1887504,180449.063088608
2029,30-34,men,8,167183,1887504,180374.618625444
2029,30-34,men,9,169187,1887504,182536.744772991
2029,30-34,men,10 least deprived,167402,1887504,180610.898878095
2029,35-39,men,1 most deprived,202663,1960049,216638.539250294
2029,35-39,men,2,234286,1960049,250442.245534678
2029,35-39,men,3,235258,1960049,251481.274169166
2029,35-39,men,4,223859,1960049,239296.204822941
2029,35-39,men,5,201893,1960049,215815.440434908
2029,35-39,men,6,184811,1960049,197555.474247328
2029,35-39,men,7,178004,1960049,190279.066927408
2029,35-39,men,8,175042,1960049,187112.808886921
2029,35-39,men,9,171170,1960049,182973.797700976
2029,35-39,men,10 least deprived,153063,1960049,163618.148025381
2029,40-44,men,1 most deprived,196826,1897461,207845.059417822
2029,40-44,men,2,220275,1897461,232606.82259082
2029,40-44,men,3,230591,1897461,243500.351052275
2029,40-44,men,4,219422,1897461,231706.068444095
2029,40-44,men,5,198718,1897461,209842.980690512
2029,40-44,men,6,188831,1897461,199402.469261819
2029,40-44,men,7,173165,1897461,182859.427687842
2029,40-44,men,8,170967,1897461,180538.375384791
2029,40-44,men,9,160607,1897461,169598.383637925
2029,40-44,men,10 least deprived,138059,1897461,145788.061832101
2029,45-49,men,1 most deprived,187757,1843508,190626.863730453
2029,45-49,men,2,205210,1843508,208346.63264819
2029,45-49,men,3,216892,1843508,220207.191892848
2029,45-49,men,4,211366,1843508,214596.727042139
2029,45-49,men,5,194727,1843508,197703.400105668
2029,45-49,men,6,188782,1843508,191667.530844455
2029,45-49,men,7,173538,1843508,176190.526468016
2029,45-49,men,8,170053,1843508,172652.258280409
2029,45-49,men,9,159424,1843508,161860.794129453
2029,45-49,men,10 least deprived,135759,1843508,137834.074858368
2029,50-54,men,1 most deprived,162386,1691400,163279.823850065
2029,50-54,men,2,174196,1691400,175154.82982145
2029,50-54,men,3,181909,1691400,182910.284610382
2029,50-54,men,4,182508,1691400,183512.581695637
2029,50-54,men,5,172747,1691400,173697.854067636
2029,50-54,men,6,174951,1691400,175913.985579993
2029,50-54,men,7,164886,1691400,165793.584639943
2029,50-54,men,8,165695,1691400,166607.037631548
2029,50-54,men,9,159801,1691400,160680.595193331
2029,50-54,men,10 least deprived,152321,1691400,153159.422910015
2029,55-59,men,1 most deprived,163229,1806861,163335.418679688
2029,55-59,men,2,171533,1806861,171644.832550484
2029,55-59,men,3,177320,1806861,177435.605439489
2029,55-59,men,4,184026,1806861,184145.977479175
2029,55-59,men,5,182356,1806861,182474.88870699
2029,55-59,men,6,187806,1806861,187928.441885679
2029,55-59,men,7,184671,1806861,184791.397992983
2029,55-59,men,8,185731,1806861,185852.08906994
2029,55-59,men,9,186239,1806861,186360.420265311
2029,55-59,men,10 least deprived,183950,1806861,184069.927930261
2029,60-64,men,1 most deprived,159680,1845627,159321.988419112
2029,60-64,men,2,167908,1845627,167531.540778283
2029,60-64,men,3,173716,1845627,173326.518914168
2029,60-64,men,4,183386,1845627,182974.838227876
2029,60-64,men,5,187399,1845627,186978.840855167
2029,60-64,men,6,195049,1845627,194611.689122992
2029,60-64,men,7,194368,1845627,193932.215963464
2029,60-64,men,8,195252,1845627,194814.233985524
2029,60-64,men,9,195289,1845627,194851.151029433
2029,60-64,men,10 least deprived,193580,1845627,193145.982703981
2029,65-69,men,1 most deprived,140361,1679093,138772.559263245
2029,65-69,men,2,145035,1679093,143393.66442776
2029,65-69,men,3,152992,1679093,151260.616459005
2029,65-69,men,4,164781,1679093,162916.202420593
2029,65-69,men,5,173839,1679093,171871.694628588
2029,65-69,men,6,180173,1679093,178134.013865224
2029,65-69,men,7,181199,1679093,179148.402803776
2029,65-69,men,8,179922,1679093,177885.854388054
2029,65-69,men,9,181072,1679093,179022.840040427
2029,65-69,men,10 least deprived,179719,1679093,177685.15170333
2029,70-74,men,1 most deprived,109669,1351385,107524.287477662
2029,70-74,men,2,111930,1351385,109741.070834736
2029,70-74,men,3,119085,1351385,116756.145987265
2029,70-74,men,4,131438,1351385,128867.567840401
2029,70-74,men,5,140204,1351385,137462.137901486
2029,70-74,men,6,147579,1351385,144692.910682744
2029,70-74,men,7,148784,1351385,145874.345421919
2029,70-74,men,8,146925,1351385,144051.700459159
2029,70-74,men,9,148304,1351385,145403.732413783
2029,70-74,men,10 least deprived,147467,1351385,144583.100980846
2029,75-79,men,1 most deprived,83893,1100217,81387.3053297668
2029,75-79,men,2,85379,1100217,82828.9218617782
2029,75-79,men,3,93052,1100217,90272.7466599771
2029,75-79,men,4,105429,1100217,102280.073589119
2029,75-79,men,5,115132,1100217,111693.266866445
2029,75-79,men,6,121547,1100217,117916.665286939
2029,75-79,men,7,124496,1100217,120777.58530908
2029,75-79,men,8,123697,1100217,120002.449636753
2029,75-79,men,9,123982,1100217,120278.937329636
2029,75-79,men,10 least deprived,123610,1100217,119918.048130505
2029,80-84,men,1 most deprived,61725,926698,59428.041740675
2029,80-84,men,2,64053,926698,61669.410410943
2029,80-84,men,3,72752,926698,70044.6965203335
2029,80-84,men,4,84917,926698,81757.0031671591
2029,80-84,men,5,97005,926698,93395.1751973135
2029,80-84,men,6,104708,926698,100811.525226125
2029,80-84,men,7,108838,926698,104787.836483946
2029,80-84,men,8,109196,926698,105132.514312106
2029,80-84,men,9,110904,926698,106776.954900086
2029,80-84,men,10 least deprived,112600,926698,108409.842041312
2029,85-89,men,1 most deprived,30155,468393,28726.736394438
2029,85-89,men,2,32212,468393,30686.3084973516
2029,85-89,men,3,36089,468393,34379.6779883559
2029,85-89,men,4,42745,468393,40720.422721945
2029,85-89,men,5,48683,468393,46377.1748595731
2029,85-89,men,6,53233,468393,50711.6683298
2029,85-89,men,7,54838,468393,52240.6489934734
2029,85-89,men,8,55531,468393,52900.8256912465
2029,85-89,men,9,56869,468393,54175.4525622714
2029,85-89,men,10 least deprived,58038,468393,55289.0839615451
2029,90-94,men,1 most deprived,12483,195898,11499.2607377309
2029,90-94,men,2,13764,195898,12679.3098449193
2029,90-94,men,3,15452,195898,14234.2847808553
2029,90-94,men,4,17616,195898,16227.7479096264
2029,90-94,men,5,20016,195898,18438.6127474502
2029,90-94,men,6,22029,195898,20292.9756301749
2029,90-94,men,7,22935,195898,21127.5771064534
2029,90-94,men,8,22936,195898,21128.4983001358
2029,90-94,men,9,23792,195898,21917.0400922929
2029,90-94,men,10 least deprived,24875,195898,22914.6928503609
2029,95-99,men,1 most deprived,2047,33150,2740.57176470588
2029,95-99,men,2,2387,33150,3195.77176470588
2029,95-99,men,3,2647,33150,3543.86588235294
2029,95-99,men,4,2979,33150,3988.35529411765
2029,95-99,men,5,3389,33150,4537.27294117647
2029,95-99,men,6,3689,33150,4938.92
2029,95-99,men,7,3849,33150,5153.13176470588
2029,95-99,men,8,3844,33150,5146.43764705882
2029,95-99,men,9,4002,33150,5357.97176470588
2029,95-99,men,10 least deprived,4317,33150,5779.70117647059
2029,<1,women,1 most deprived,35871,298787,37001.4418733077
2029,<1,women,2,36431,298787,37579.0897629415
2029,<1,women,3,36372,298787,37518.2304317122
2029,<1,women,4,33985,298787,35056.0063021484
2029,<1,women,5,30876,298787,31849.0290005924
2029,<1,women,6,29447,298787,30374.9953679377
2029,<1,women,7,26412,298787,27244.3501089405
2029,<1,women,8,25720,298787,26530.5423596073
2029,<1,women,9,23511,298787,24251.9277378199
2029,<1,women,10 least deprived,20162,298787,20797.3870549924
2029,01-04,women,1 most deprived,143511,1214909,146987.297581959
2029,01-04,women,2,145454,1214909,148977.363285645
2029,01-04,women,3,145687,1214909,149216.007294374
2029,01-04,women,4,137153,1214909,140475.286390997
2029,01-04,women,5,125448,1214909,128486.753677847
2029,01-04,women,6,120707,1214909,123630.911422995
2029,01-04,women,7,108601,1214909,111231.665201262
2029,01-04,women,8,106255,1214909,108828.837542565
2029,01-04,women,9,97546,1214909,99908.8775768391
2029,01-04,women,10 least deprived,84547,1214909,86595.0000255163
2029,05-09,women,1 most deprived,181428,1568228,174613.638787217
2029,05-09,women,2,183872,1568228,176965.843150358
2029,05-09,women,3,185017,1568228,178067.837420324
2029,05-09,women,4,175785,1568228,169182.587551045
2029,05-09,women,5,161983,1568228,155898.985006007
2029,05-09,women,6,157238,1568228,151332.205258419
2029,05-09,women,7,141913,1568228,136582.805968265
2029,05-09,women,8,139616,1568228,134372.08034546
2029,05-09,women,9,128631,1568228,123799.672436661
2029,05-09,women,10 least deprived,112745,1568228,108510.344076244
2029,10-14,women,1 most deprived,192072,1688440,184372.238449693
2029,10-14,women,2,194550,1688440,186750.900653858
2029,10-14,women,3,196734,1688440,188847.348698207
2029,10-14,women,4,188236,1688440,180690.015602568
2029,10-14,women,5,174580,1688440,167581.45585274
2029,10-14,women,6,170530,1688440,163693.811814456
2029,10-14,women,7,154204,1688440,148022.286735685
2029,10-14,women,8,152497,1688440,146383.716766956
2029,10-14,women,9,140730,1688440,135088.430989553
2029,10-14,women,10 least deprived,124307,1688440,119323.794436284
2029,15-19,women,1 most deprived,241050,1802425,233808.168855847
2029,15-19,women,2,217664,1802425,211124.751154694
2029,15-19,women,3,202066,1802425,195995.359668225
2029,15-19,women,4,188054,1802425,182404.320207498
2029,15-19,women,5,173911,1802425,168686.216361291
2029,15-19,women,6,170313,1802425,165196.310567707
2029,15-19,women,7,157161,1802425,152439.434248304
2029,15-19,women,8,158133,1802425,153382.232589428
2029,15-19,women,9,151399,1802425,146850.541201437
2029,15-19,women,10 least deprived,142674,1802425,138387.665145568
2029,20-24,women,1 most deprived,275611,1763685,289536.998273501
2029,20-24,women,2,231022,1763685,242695.017307512
2029,20-24,women,3,197653,1763685,207639.9574754
2029,20-24,women,4,173553,1763685,182322.239175363
2029,20-24,women,5,160075,1763685,168163.226426488
2029,20-24,women,6,153208,1763685,160949.252502573
2029,20-24,women,7,144942,1763685,152265.590283979
2029,20-24,women,8,145648,1763685,153007.262861565
2029,20-24,women,9,140768,1763685,147880.687537741
2029,20-24,women,10 least deprived,141205,1763685,148339.768155878
2029,25-29,women,1 most deprived,223627,1659588,256796.961203624
2029,25-29,women,2,214711,1659588,246558.476109733
2029,25-29,women,3,183369,1659588,210567.605785291
2029,25-29,women,4,162790,1659588,186936.180847295
2029,25-29,women,5,152337,1659588,174932.716885155
2029,25-29,women,6,145793,1659588,167418.063850787
2029,25-29,women,7,142769,1659588,163945.522473048
2029,25-29,women,8,143168,1659588,164403.705015944
2029,25-29,women,9,143648,1659588,164954.902060029
2029,25-29,women,10 least deprived,147376,1659588,169235.865769095
2029,30-34,women,1 most deprived,216564,1796368,249588.910523902
2029,30-34,women,2,218023,1796368,251270.400616689
2029,30-34,women,3,195879,1796368,225749.5530398
2029,30-34,women,4,178459,1796368,205673.091479586
2029,30-34,women,5,168964,1796368,194730.152184853
2029,30-34,women,6,163180,1796368,188064.121549705
2029,30-34,women,7,160897,1796368,185432.975640292
2029,30-34,women,8,161276,1796368,185869.771216143
2029,30-34,women,9,166032,1796368,191351.037070355
2029,30-34,women,10 least deprived,167094,1796368,192574.986678676
2029,35-39,women,1 most deprived,203873,1915563,233382.579671355
2029,35-39,women,2,225717,1915563,258388.387553424
2029,35-39,women,3,228466,1915563,261535.291319576
2029,35-39,women,4,219088,1915563,250799.873524389
2029,35-39,women,5,195738,1915563,224070.07980317
2029,35-39,women,6,181613,1915563,207900.55790543
2029,35-39,women,7,173767,1915563,198918.889317135
2029,35-39,women,8,170977,1915563,195725.051009547
2029,35-39,women,9,164548,1915563,188365.485963135
2029,35-39,women,10 least deprived,151776,1915563,173744.803932839
2029,40-44,women,1 most deprived,213207,1928274,236477.758226269
2029,40-44,women,2,225225,1928274,249807.478631149
2029,40-44,women,3,228014,1928274,252900.887701644
2029,40-44,women,4,219119,1928274,243035.031236225
2029,40-44,women,5,198808,1928274,220507.160447115
2029,40-44,women,6,191385,1928274,212273.967356299
2029,40-44,women,7,175772,1928274,194956.865951623
2029,40-44,women,8,174795,1928274,193873.230002583
2029,40-44,women,9,160759,1928274,178305.252335508
2029,40-44,women,10 least deprived,141190,1928274,156600.368111586
2029,45-49,women,1 most deprived,197009,1897125,206231.882159584
2029,45-49,women,2,209080,1897125,218867.980254332
2029,45-49,women,3,214023,1897125,224042.38443645
2029,45-49,women,4,210004,1897125,219835.236872636
2029,45-49,women,5,196082,1897125,205261.485097714
2029,45-49,women,6,193960,1897125,203040.144682085
2029,45-49,women,7,180440,1897125,188887.212344996
2029,45-49,women,8,178721,1897125,187087.738181722
2029,45-49,women,9,167860,1897125,175718.285658562
2029,45-49,women,10 least deprived,149946,1897125,156965.650311919
2029,50-54,women,1 most deprived,162367,1722449,166527.771676259
2029,50-54,women,2,174902,1722449,179383.990107109
2029,50-54,women,3,177821,1722449,182377.791590927
2029,50-54,women,4,179180,1722449,183771.61694773
2029,50-54,women,5,173456,1722449,177900.935312453
2029,50-54,women,6,176512,1722449,181035.247520246
2029,50-54,women,7,170866,1722449,175244.56469132
2029,50-54,women,8,172036,1722449,176444.546786581
2029,50-54,women,9,170106,1722449,174465.089142262
2029,50-54,women,10 least deprived,165203,1722449,169436.446225113
2029,55-59,women,1 most deprived,166734,1863621,168048.370890862
2029,55-59,women,2,177116,1863621,178512.212618338
2029,55-59,women,3,178772,1863621,180181.266933566
2029,55-59,women,4,183975,1863621,185425.282393791
2029,55-59,women,5,186066,1863621,187532.765831679
2029,55-59,women,6,193171,1863621,194693.774835119
2029,55-59,women,7,191619,1863621,193129.540356113
2029,55-59,women,8,193902,1863621,195430.537337796
2029,55-59,women,9,196134,1863621,197680.132284408
2029,55-59,women,10 least deprived,196132,1863621,197678.116518326
2029,60-64,women,1 most deprived,166019,1937231,165636.781906236
2029,60-64,women,2,176725,1937231,176318.133962857
2029,60-64,women,3,180295,1937231,179879.914912057
2029,60-64,women,4,189178,1937231,188742.463979773
2029,60-64,women,5,196325,1937231,195873.009762388
2029,60-64,women,6,203974,1937231,203504.399812929
2029,60-64,women,7,204381,1937231,203910.462795093
2029,60-64,women,8,205635,1937231,205161.575767165
2029,60-64,women,9,207282,1937231,206804.783952972
2029,60-64,women,10 least deprived,207417,1937231,206939.47314853
2029,65-69,women,1 most deprived,147321,1786573,145411.553771942
2029,65-69,women,2,155382,1786573,153368.074125155
2029,65-69,women,3,161494,1786573,159400.855715384
2029,65-69,women,4,173157,1786573,170912.69008823
2029,65-69,women,5,183257,1786573,180881.782702974
2029,65-69,women,6,190737,1786573,188264.83347112
2029,65-69,women,7,193488,1786573,190980.177410047
2029,65-69,women,8,192506,1786573,190010.90523701
2029,65-69,women,9,194121,1786573,191604.973016496
2029,65-69,women,10 least deprived,195110,1786573,192581.154461643
2029,70-74,women,1 most deprived,116805,1470911,114455.338365136
2029,70-74,women,2,121811,1470911,119360.63714392
2029,70-74,women,3,129553,1470911,126946.89825965
2029,70-74,women,4,141806,1470911,138953.415626098
2029,70-74,women,5,152564,1470911,149495.006569398
2029,70-74,women,6,160142,1470911,156920.566726335
2029,70-74,women,7,162502,1470911,159233.09271873
2029,70-74,women,8,160967,1470911,157728.970939778
2029,70-74,women,9,162696,1470911,159423.190194376
2029,70-74,women,10 least deprived,162065,1470911,158804.883456579
2029,75-79,women,1 most deprived,91510,1256057,89475.7434176952
2029,75-79,women,2,96460,1256057,94315.7054974416
2029,75-79,women,3,105168,1256057,102830.127677327
2029,75-79,women,4,118744,1256057,116104.334787354
2029,75-79,women,5,131365,1256057,128444.771435532
2029,75-79,women,6,138844,1256057,135757.514141476
2029,75-79,women,7,143094,1256057,139913.037139238
2029,75-79,women,8,142375,1256057,139210.020425029
2029,75-79,women,9,143735,1256057,140539.787784312
2029,75-79,women,10 least deprived,144762,1256057,141543.957694595
2029,80-84,women,1 most deprived,72155,1119515,70683.3670919997
2029,80-84,women,2,78146,1119515,76552.1780163732
2029,80-84,women,3,88036,1119515,86240.4671237098
2029,80-84,women,4,102379,1119515,100290.93534075
2029,80-84,women,5,115604,1119515,113246.2056587
2029,80-84,women,6,125798,1119515,123232.294552552
2029,80-84,women,7,130854,1119515,128185.17521248
2029,80-84,women,8,132511,1119515,129808.379969898
2029,80-84,women,9,136015,1119515,133240.914351304
2029,80-84,women,10 least deprived,138017,1119515,135202.082682233
2029,85-89,women,1 most deprived,41579,636022,40360.7643650691
2029,85-89,women,2,45176,636022,43852.3747794888
2029,85-89,women,3,50220,636022,48748.5891054083
2029,85-89,women,4,57834,636022,56139.5042278412
2029,85-89,women,5,65324,636022,63410.052463594
2029,85-89,women,6,71081,636022,68998.3763879237
2029,85-89,women,7,74281,636022,72104.6186248275
2029,85-89,women,8,74897,636022,72702.5702554314
2029,85-89,women,9,76951,636022,74696.389491244
2029,85-89,women,10 least deprived,78679,636022,76373.760299172
2029,90-94,women,1 most deprived,21432,325044,19663.6707645734
2029,90-94,women,2,23488,325044,21550.0326109696
2029,90-94,women,3,26299,325044,24129.1002910375
2029,90-94,women,4,29472,325044,27040.2997747997
2029,90-94,women,5,33243,325044,30500.1589784768
2029,90-94,women,6,36157,325044,33173.7282490986
2029,90-94,women,7,37175,325044,34107.7342605924
2029,90-94,women,8,37715,325044,34603.1794926225
2029,90-94,women,9,38924,325044,35712.4263176678
2029,90-94,women,10 least deprived,41139,325044,37744.6692601617
2029,95-99,women,1 most deprived,3948,61742,6273.49745716044
2029,95-99,women,2,4546,61742,7223.73846004341
2029,95-99,women,3,5102,61742,8107.24012827573
2029,95-99,women,4,5708,61742,9070.19338537786
2029,95-99,women,5,6412,61742,10188.8717566648
2029,95-99,women,6,6901,61742,10965.9082958116
2029,95-99,women,7,7022,61742,11158.1811408766
2029,95-99,women,8,7098,61742,11278.9475559587
2029,95-99,women,9,7297,61742,11595.1648796605
2029,95-99,women,10 least deprived,7708,61742,12248.2569401704
2030,<1,men,1 most deprived,36691,314353,37781.8567311271
2030,<1,men,2,37238,314353,38345.1195375899
2030,<1,men,3,38432,314353,39574.6182412765
2030,<1,men,4,36472,314353,37556.3456623605
2030,<1,men,5,32990,314353,33970.8226420616
2030,<1,men,6,30950,314353,31870.1715905368
2030,<1,men,7,28328,314353,29170.2171507827
2030,<1,men,8,27213,314353,28022.0671887973
2030,<1,men,9,24991,314353,25734.0051120874
2030,<1,men,10 least deprived,21048,314353,21673.7761433802
2030,01-04,men,1 most deprived,146305,1274469,150521.487533239
2030,01-04,men,2,148153,1274469,152422.746608195
2030,01-04,men,3,153297,1274469,157714.995894761
2030,01-04,men,4,146647,1274469,150873.343920488
2030,01-04,men,5,133593,1274469,137443.129653997
2030,01-04,men,6,126389,1274469,130031.511485175
2030,01-04,men,7,116169,1274469,119516.972661556
2030,01-04,men,8,112113,1274469,115344.079367172
2030,01-04,men,9,103598,1274469,106583.678380565
2030,01-04,men,10 least deprived,88205,1274469,90747.0544948524
2030,05-09,men,1 most deprived,184318,1638627,179663.895333105
2030,05-09,men,2,186483,1638627,181774.228200194
2030,05-09,men,3,193557,1638627,188669.60681534
2030,05-09,men,4,186899,1638627,182179.724030545
2030,05-09,men,5,171587,1638627,167254.358274946
2030,05-09,men,6,163805,1638627,159668.856948531
2030,05-09,men,7,151366,1638627,147543.946771291
2030,05-09,men,8,146810,1638627,143102.987629277
2030,05-09,men,9,136432,1638627,132987.036361539
2030,05-09,men,10 least deprived,117370,1638627,114406.359635231
2030,10-14,men,1 most deprived,193502,1751526,186214.21412985
2030,10-14,men,2,195623,1751526,188255.331783256
2030,10-14,men,3,203955,1751526,196273.527110074
2030,10-14,men,4,198527,1751526,191049.959631202
2030,10-14,men,5,183604,1751526,176688.998413954
2030,10-14,men,6,176219,1751526,169582.136617441
2030,10-14,men,7,163450,1751526,157294.050188236
2030,10-14,men,8,159178,1751526,153182.944759027
2030,10-14,men,9,148644,1751526,143045.682448334
2030,10-14,men,10 least deprived,128824,1751526,123972.154918625
2030,15-19,men,1 most deprived,242195,1902952,232765.575001366
2030,15-19,men,2,224049,1902952,215326.05674552
2030,15-19,men,3,216958,1902952,208511.132026452
2030,15-19,men,4,203607,1902952,195679.929103835
2030,15-19,men,5,188363,1902952,181029.426718068
2030,15-19,men,6,183708,1902952,176555.660737633
2030,15-19,men,7,169529,1902952,162928.694499914
2030,15-19,men,8,168721,1902952,162152.152520925
2030,15-19,men,9,159164,1902952,152967.237059054
2030,15-19,men,10 least deprived,146658,1902952,140948.135587235
2030,20-24,men,1 most deprived,294199,1913525,304219.777477692
2030,20-24,men,2,247511,1913525,255941.527140748
2030,20-24,men,3,215202,1913525,222532.043116238
2030,20-24,men,4,189123,1913525,195564.76050535
2030,20-24,men,5,174162,1913525,180094.17056166
2030,20-24,men,6,168741,1913525,174488.524676709
2030,20-24,men,7,158879,1913525,164290.612904456
2030,20-24,men,8,158982,1913525,164397.121210332
2030,20-24,men,9,154377,1913525,159635.269282607
2030,20-24,men,10 least deprived,152349,1913525,157538.193124208
2030,25-29,men,1 most deprived,241763,1765409,272998.664183201
2030,25-29,men,2,227888,1765409,257331.020807076
2030,25-29,men,3,196801,1765409,222227.5952479
2030,25-29,men,4,172617,1765409,194919.033993256
2030,25-29,men,5,161682,1765409,182571.237213586
2030,25-29,men,6,154732,1765409,174723.300531492
2030,25-29,men,7,151237,1765409,170776.748199992
2030,25-29,men,8,151886,1765409,171509.598690162
2030,25-29,men,9,152268,1765409,171940.952907796
2030,25-29,men,10 least deprived,154535,1765409,174500.848225539
2030,30-34,men,1 most deprived,235463,1869431,257309.281300567
2030,30-34,men,2,235907,1869431,257794.475666125
2030,30-34,men,3,207499,1869431,226750.778511215
2030,30-34,men,4,184060,1869431,201137.105686169
2030,30-34,men,5,174308,1869431,190480.314125528
2030,30-34,men,6,167390,1869431,182920.461375681
2030,30-34,men,7,164897,1869431,180196.160579877
2030,30-34,men,8,165855,1869431,181243.043918176
2030,30-34,men,9,166897,1869431,182381.720785095
2030,30-34,men,10 least deprived,167155,1869431,182663.658051568
2030,35-39,men,1 most deprived,204626,1943828,220657.297155921
2030,35-39,men,2,232542,1943828,250760.358875374
2030,35-39,men,3,228115,1943828,245986.528303945
2030,35-39,men,4,216196,1943828,233133.741635577
2030,35-39,men,5,196906,1943828,212332.478540282
2030,35-39,men,6,181763,1943828,196003.109589943
2030,35-39,men,7,177429,1943828,191329.565045879
2030,35-39,men,8,174652,1943828,188335.002701885
2030,35-39,men,9,173651,1943828,187255.579977241
2030,35-39,men,10 least deprived,157948,1943828,170322.338173954
2030,40-44,men,1 most deprived,196193,1911517,208627.615095236
2030,40-44,men,2,220988,1911517,234994.109905379
2030,40-44,men,3,230966,1911517,245604.510599697
2030,40-44,men,4,220021,1911517,233965.821924681
2030,40-44,men,5,199409,1911517,212047.443581198
2030,40-44,men,6,189065,1911517,201047.845988291
2030,40-44,men,7,174446,1911517,185502.301014325
2030,40-44,men,8,172714,1911517,183660.527712806
2030,40-44,men,9,163908,1911517,174296.407797577
2030,40-44,men,10 least deprived,143807,1911517,152921.416380812
2030,45-49,men,1 most deprived,189710,1849605,193333.311712501
2030,45-49,men,2,207655,1849605,211621.047091136
2030,45-49,men,3,219603,1849605,223797.244488958
2030,45-49,men,4,212906,1849605,216972.337058994
2030,45-49,men,5,195647,1849605,199383.703740528
2030,45-49,men,6,188980,1849605,192589.369286956
2030,45-49,men,7,173266,1849605,176575.244252692
2030,45-49,men,8,169856,1849605,173100.115936105
2030,45-49,men,9,158181,1849605,161202.132623452
2030,45-49,men,10 least deprived,133801,1849605,136356.493808678
2030,50-54,men,1 most deprived,166836,1722055,167674.125516316
2030,50-54,men,2,180039,1722055,180943.452754993
2030,50-54,men,3,188484,1722055,189430.877471393
2030,50-54,men,4,188778,1722055,189726.35442422
2030,50-54,men,5,177827,1722055,178720.34044325
2030,50-54,men,6,177852,1722055,178745.466034476
2030,50-54,men,7,167204,1722055,168043.974219174
2030,50-54,men,8,166480,1722055,167316.337097247
2030,50-54,men,9,159976,1722055,160779.663283693
2030,50-54,men,10 least deprived,148579,1722055,149325.408755237
2030,55-59,men,1 most deprived,161242,1772945,161289.473736636
2030,55-59,men,2,169631,1772945,169680.943671124
2030,55-59,men,3,175966,1772945,176017.808855887
2030,55-59,men,4,182159,1772945,182212.632232246
2030,55-59,men,5,178863,1772945,178915.661806204
2030,55-59,men,6,184642,1772945,184696.363290457
2030,55-59,men,7,180032,1772945,180085.00598947
2030,55-59,men,8,181703,1772945,181756.497974274
2030,55-59,men,9,180882,1772945,180935.25625104
2030,55-59,men,10 least deprived,177825,1772945,177877.356192663
2030,60-64,men,1 most deprived,160105,1832234,159842.328512625
2030,60-64,men,2,168428,1832234,168151.673631207
2030,60-64,men,3,173691,1832234,173406.039047414
2030,60-64,men,4,182567,1832234,182267.476903059
2030,60-64,men,5,186197,1832234,185891.521451954
2030,60-64,men,6,193195,1832234,192878.040392221
2030,60-64,men,7,191584,1832234,191269.683431265
2030,60-64,men,8,192929,1832234,192612.476797178
2030,60-64,men,9,192871,1832234,192554.571953146
2030,60-64,men,10 least deprived,190667,1832234,190354.187879932
2030,65-69,men,1 most deprived,143506,1719992,141695.813571226
2030,65-69,men,2,148971,1719992,147091.877994781
