year,age,sex,pops
114,72,women,419356
114,73,men,418597
114,73,women,415939
114,74,men,413144
114,74,women,411919
114,75,men,406976
114,75,women,407298
114,76,men,400369
114,76,women,402326
114,77,men,393332
114,77,women,396994
114,78,men,385909
114,78,women,391354
114,79,men,378490
114,79,women,385828
114,80,men,370946
114,80,women,380264
114,81,men,362828
114,81,women,374196
114,82,men,353948
114,82,women,367446
114,83,men,344162
114,83,women,359900
114,84,men,333518
114,84,women,351540
114,85,men,321868
114,85,women,342212
114,86,men,309190
114,86,women,331828
114,87,men,295298
114,87,women,320138
114,88,men,280120
114,88,women,306966
114,89,men,263792
114,89,women,292415
114,90,men,245691
114,90,women,275698
114,91,men,216983
114,91,women,246734
114,92,men,204975
114,92,women,236442
114,93,men,182598
114,93,women,214245
114,94,men,165856
114,94,women,198269
114,95,men,145747
114,95,women,177503
114,96,men,124859
114,96,women,155808
114,97,men,105133
114,97,women,134462
114,98,men,86272
114,98,women,113110
114,99,men,213762
114,99,women,306065
115,30,men,435414
115,30,women,414818
115,31,men,440490
115,31,women,419758
115,32,men,444960
115,32,women,423995
115,33,men,448648
115,33,women,427508
115,34,men,452076
115,34,women,430708
115,35,men,455132
115,35,women,433510
115,36,men,457592
115,36,women,435846
115,37,men,459526
115,37,women,437772
115,38,men,460980
115,38,women,439316
115,39,men,462050
115,39,women,440566
115,40,men,462746
115,40,women,441588
115,41,men,463085
115,41,women,442376
115,42,men,463174
115,42,women,442860
115,43,men,463080
115,43,women,443110
115,44,men,462790
115,44,women,443191
115,45,men,462314
115,45,women,443017
115,46,men,461736
115,46,women,442705
115,47,men,461054
115,47,women,442326
115,48,men,460254
115,48,women,441802
115,49,men,459359
115,49,women,441165
115,50,men,458336
115,50,women,440390
115,51,men,457164
115,51,women,439464
115,52,men,456026
115,52,women,438548
115,53,men,454839
115,53,women,437608
115,54,men,453520
115,54,women,436563
115,55,men,452147
115,55,women,435477
115,56,men,450724
115,56,women,434373
115,57,men,449366
115,57,women,433391
115,58,men,448060
115,58,women,432510
115,59,men,446762
115,59,women,431658
115,60,men,445580
115,60,women,430946
115,61,men,444507
115,61,women,430393
115,62,men,443560
115,62,women,430004
115,63,men,442637
115,63,women,429667
115,64,men,441578
115,64,women,429314
115,65,men,440456
115,65,women,428973
115,66,men,439250
115,66,women,428652
115,67,men,437873
115,67,women,428238
115,68,men,436222
115,68,women,427556
115,69,men,434268
115,69,women,426611
115,70,men,431960
115,70,women,425392
115,71,men,428732
115,71,women,423336
115,72,men,424624
115,72,women,420463
115,73,men,420035
115,73,women,417184
115,74,men,414982
115,74,women,413538
115,75,men,409180
115,75,women,409280
115,76,men,402636
115,76,women,404353
115,77,men,395620
115,77,women,399039
115,78,men,388126
115,78,women,393327
115,79,men,380186
115,79,women,387260
115,80,men,372204
115,80,women,381236
115,81,men,364022
115,81,women,375094
115,82,men,355192
115,82,women,368392
115,83,men,345511
115,83,women,360923
115,84,men,334853
115,84,women,352551
115,85,men,323270
115,85,women,343271
115,86,men,310665
115,86,women,332961
115,87,men,297034
115,87,women,321546
115,88,men,282200
115,88,women,308774
115,89,men,266158
115,89,women,294542
115,90,men,249048
115,90,women,278964
115,91,men,229961
115,91,women,260963
115,92,men,200776
115,92,women,231145
115,93,men,187137
115,93,women,218843
115,94,men,164109
115,94,women,195532
115,95,men,146364
115,95,women,178035
115,96,men,125925
115,96,women,156376
115,97,men,105276
115,97,women,134195
115,98,men,86178
115,98,women,112771
115,99,men,218263
115,99,women,311243
116,30,men,435244
116,30,women,414650
116,31,men,440306
116,31,women,419564
116,32,men,444759
116,32,women,423804
116,33,men,448461
116,33,women,427318
116,34,men,451920
116,34,women,430550
116,35,men,455024
116,35,women,433413
116,36,men,457560
116,36,women,435804
116,37,men,459570
116,37,women,437813
116,38,men,461101
116,38,women,439425
116,39,men,462264
116,39,women,440765
116,40,men,463058
116,40,women,441878
116,41,men,463494
116,41,women,442743
116,42,men,463668
116,42,women,443312
116,43,men,463630
116,43,women,443628
116,44,men,463413
116,44,women,443758
116,45,men,463006
116,45,women,443666
116,46,men,462454
116,46,women,443370
116,47,men,461804
116,47,women,443009
116,48,men,461044
116,48,women,442534
116,49,men,460174
116,49,women,441926
116,50,men,459218
116,50,women,441204
116,51,men,458096
116,51,women,440316
116,52,men,456815
116,52,women,439268
116,53,men,455570
116,53,women,438268
116,54,men,454262
116,54,women,437220
116,55,men,452822
116,55,women,436082
116,56,men,451352
116,56,women,434961
116,57,men,449846
116,57,women,433792
116,58,men,448405
116,58,women,432785
116,59,men,447024
116,59,women,431864
116,60,men,445642
116,60,women,430940
116,61,men,444339
116,61,women,430178
116,62,men,443160
116,62,women,429552
116,63,men,442107
116,63,women,429091
116,64,men,441038
116,64,women,428702
116,65,men,439828
116,65,women,428288
116,66,men,438564
116,66,women,427888
116,67,men,437226
116,67,women,427493
116,68,men,435722
116,68,women,426962
116,69,men,433912
116,69,women,426138
116,70,men,431752
116,70,women,425048
116,71,men,429212
116,71,women,423654
116,72,men,425748
116,72,women,421406
116,73,men,421370
116,73,women,418310
116,74,men,416450
116,74,women,414806
116,75,men,411048
116,75,women,410922
116,76,men,404868
116,76,women,406358
116,77,men,397916
116,77,women,401090
116,78,men,390446
116,78,women,395396
116,79,men,382439
116,79,women,389261
116,80,men,373947
116,80,women,382706
116,81,men,365340
116,81,women,376116
116,82,men,356453
116,82,women,369348
116,83,men,346826
116,83,women,361930
116,84,men,336276
116,84,women,353640
116,85,men,324686
116,85,women,344357
116,86,men,312152
116,86,women,334102
116,87,men,298595
116,87,women,322765
116,88,men,284013
116,88,women,310267
116,89,men,268300
116,89,women,296424
116,90,men,251455
116,90,women,281152
116,91,men,233284
116,91,women,264223
116,92,men,212968
116,92,women,244652
116,93,men,183478
116,93,women,214113
116,94,men,168366
116,94,women,199909
116,95,men,144991
116,95,women,175753
116,96,men,126619
116,96,women,157017
116,97,men,106321
116,97,women,134846
116,98,men,86423
116,98,women,112695
116,99,men,221701
116,99,women,315108
117,30,men,435110
117,30,women,414526
117,31,men,440137
117,31,women,419396
117,32,men,444577
117,32,women,423610
117,33,men,448262
117,33,women,427129
117,34,men,451734
117,34,women,430361
117,35,men,454868
117,35,women,433256
117,36,men,457454
117,36,women,435707
117,37,men,459540
117,37,women,437773
117,38,men,461147
117,38,women,439468
117,39,men,462386
117,39,women,440875
117,40,men,463276
117,40,women,442079
117,41,men,463808
117,41,women,443035
117,42,men,464079
117,42,women,443681
117,43,men,464126
117,43,women,444081
117,44,men,463966
117,44,women,444278
117,45,men,463632
117,45,women,444236
117,46,men,463150
117,46,women,444021
117,47,men,462528
117,47,women,443677
117,48,men,461800
117,48,women,443221
117,49,men,460968
117,49,women,442658
117,50,men,460038
117,50,women,441967
117,51,men,458982
117,51,women,441133
117,52,men,457750
117,52,women,440123
117,53,men,456364
117,53,women,438991
117,54,men,454999
117,54,women,437882
117,55,men,453571
117,55,women,436742
117,56,men,452034
117,56,women,435572
117,57,men,450482
117,57,women,434386
117,58,men,448894
117,58,women,433192
117,59,men,447380
117,59,women,432146
117,60,men,445916
117,60,women,431154
117,61,men,444414
117,61,women,430180
117,62,men,443009
117,62,women,429348
117,63,men,441726
117,63,women,428652
117,64,men,440530
117,64,women,428140
117,65,men,439312
117,65,women,427692
117,66,men,437960
117,66,women,427220
117,67,men,436566
117,67,women,426746
117,68,men,435103
117,68,women,426236
117,69,men,433442
117,69,women,425564
117,70,men,431428
117,70,women,424596
117,71,men,429038
117,71,women,423334
117,72,men,426261
117,72,women,421746
117,73,men,422524
117,73,women,419275
117,74,men,417818
117,74,women,415954
117,75,men,412548
117,75,women,412214
117,76,men,406768
117,76,women,408023
117,77,men,400178
117,77,women,403118
117,78,men,392774
117,78,women,397474
117,79,men,384794
117,79,women,391359
117,80,men,376238
117,80,women,384739
117,81,men,367132
117,81,women,377627
117,82,men,357834
117,82,women,370422
117,83,men,348158
117,83,women,362947
117,84,men,337666
117,84,women,354714
117,85,men,326187
117,85,women,345518
117,86,men,313650
117,86,women,335267
117,87,men,300167
117,87,women,323992
117,88,men,285659
117,88,women,311576
117,89,men,270186
117,89,women,298003
117,90,men,253652
117,90,women,283106
117,91,men,235718
117,91,women,266464
117,92,men,216229
117,92,women,247885
117,93,men,194804
117,93,women,226807
117,94,men,165247
117,94,women,195763
117,95,men,148923
117,95,women,179865
117,96,men,125589
117,96,women,155173
117,97,men,107053
117,97,women,135561
117,98,men,87410
117,98,women,113389
117,99,men,224590
117,99,women,318167
118,30,men,435032
118,30,women,414447
118,31,men,440004
118,31,women,419274
118,32,men,444409
118,32,women,423446
118,33,men,448081
118,33,women,426938
118,34,men,451536
118,34,women,430174
118,35,men,454685
118,35,women,433069
118,36,men,457301
118,36,women,435552
118,37,men,459437
118,37,women,437677
118,38,men,461120
118,38,women,439430
118,39,men,462434
118,39,women,440920
118,40,men,463399
118,40,women,442190
118,41,men,464028
118,41,women,443238
118,42,men,464396
118,42,women,443974
118,43,men,464540
118,43,women,444452
118,44,men,464466
118,44,women,444732
118,45,men,464189
118,45,women,444758
118,46,men,463779
118,46,women,444592
118,47,men,463228
118,47,women,444330
118,48,men,462528
118,48,women,443890
118,49,men,461728
118,49,women,443348
118,50,men,460836
118,50,women,442702
118,51,men,459808
118,51,women,441900
118,52,men,458643
118,52,women,440943
118,53,men,457304
118,53,women,439848
118,54,men,455798
118,54,women,438609
118,55,men,454314
118,55,women,437409
118,56,men,452790
118,56,women,436236
118,57,men,451172
118,57,women,435002
118,58,men,449538
118,58,women,433794
118,59,men,447880
118,59,women,432560
118,60,men,446284
118,60,women,431444
118,61,men,444701
118,61,women,430404
118,62,men,443097
118,62,women,429360
118,63,men,441592
118,63,women,428458
118,64,men,440167
118,64,women,427714
118,65,men,438826
118,65,women,427142
118,66,men,437468
118,66,women,426638
118,67,men,435987
118,67,women,426095
118,68,men,434470
118,68,women,425506
118,69,men,432854
118,69,women,424860
118,70,men,430988
118,70,women,424045
118,71,men,428746
118,71,women,422906
118,72,men,426122
118,72,women,421451
118,73,men,423072
118,73,women,419640
118,74,men,419004
118,74,women,416944
118,75,men,413950
118,75,women,413388
118,76,men,408304
118,76,women,409343
118,77,men,402112
118,77,women,404809
118,78,men,395068
118,78,women,399528
118,79,men,387155
118,79,women,393464
118,80,men,378628
118,80,women,386867
118,81,men,369463
118,81,women,379696
118,82,men,359679
118,82,women,371980
118,83,men,349605
118,83,women,364079
118,84,men,339070
118,84,women,355798
118,85,men,327654
118,85,women,346664
118,86,men,315230
118,86,women,336505
118,87,men,301750
118,87,women,325242
118,88,men,287317
118,88,women,312894
118,89,men,271916
118,89,women,299406
118,90,men,255608
118,90,women,284772
118,91,men,237957
118,91,women,268484
118,92,men,218669
118,92,women,250165
118,93,men,197971
118,93,women,229986
118,94,men,175628
118,94,women,207552
118,95,men,146330
118,95,women,176307
118,96,men,129155
118,96,women,158975
118,97,men,106327
118,97,women,134128
118,98,men,88141
118,98,women,114138
118,99,men,227672
118,99,women,321252
119,30,men,435014
119,30,women,414426
119,31,men,439928
119,31,women,419196
119,32,men,444277
119,32,women,423324
119,33,men,447914
119,33,women,426774
119,34,men,451358
119,34,women,429984
119,35,men,454490
119,35,women,432883
119,36,men,457120
119,36,women,435366
119,37,men,459286
119,37,women,437524
119,38,men,461019
119,38,women,439335
119,39,men,462410
119,39,women,440882
119,40,men,463450
119,40,women,442237
119,41,men,464155
119,41,women,443350
119,42,men,464620
119,42,women,444180
119,43,men,464862
119,43,women,444746
119,44,men,464883
119,44,women,445105
119,45,men,464693
119,45,women,445214
119,46,men,464340
119,46,women,445118
119,47,men,463860
119,47,women,444902
119,48,men,463232
119,48,women,444545
119,49,men,462461
119,49,women,444020
119,50,men,461599
119,50,women,443395
119,51,men,460610
119,51,women,442638
119,52,men,459474
119,52,women,441714
119,53,men,458202
119,53,women,440672
119,54,men,456744
119,54,women,439469
119,55,men,455120
119,55,women,438140
119,56,men,453541
119,56,women,436906
119,57,men,451936
119,57,women,435670
119,58,men,450238
119,58,women,434415
119,59,men,448532
119,59,women,433168
119,60,men,446795
119,60,women,431864
119,61,men,445082
119,61,women,430702
119,62,men,443400
119,62,women,429594
119,63,men,441696
119,63,women,428480
119,64,men,440052
119,64,women,427530
119,65,men,438484
119,65,women,426730
119,66,men,437006
119,66,women,426105
119,67,men,435522
119,67,women,425530
119,68,men,433919
119,68,women,424874
119,69,men,432250
119,69,women,424148
119,70,men,430434
119,70,women,423360
119,71,men,428342
119,71,women,422376
119,72,men,425868
119,72,women,421048
119,73,men,422972
119,73,women,419372
119,74,men,419589
119,74,women,417334
119,75,men,415171
119,75,women,414403
119,76,men,409742
119,76,women,410544
119,77,men,403688
119,77,women,406158
119,78,men,397040
119,78,women,401247
119,79,men,389485
119,79,women,395544
119,80,men,381028
119,80,women,389002
119,81,men,371893
119,81,women,381856
119,82,men,362052
119,82,women,374084
119,83,men,351506
119,83,women,365686
119,84,men,340589
119,84,women,356994
119,85,men,329136
119,85,women,347820
119,86,men,316779
119,86,women,337728
119,87,men,303410
119,87,women,326560
119,88,men,288982
119,88,women,314231
119,89,men,273654
119,89,women,300816
119,90,men,257414
119,90,women,286268
119,91,men,239971
119,91,women,270232
119,92,men,220929
119,92,women,252237
119,93,men,200390
119,93,women,232284
119,94,men,178666
119,94,women,210646
119,95,men,155698
119,95,women,187106
119,96,men,127063
119,96,women,155998
119,97,men,109493
119,97,women,137576
119,98,men,87670
119,98,women,113077
119,99,men,230734
119,99,women,324443
120,30,men,435064
120,30,women,414474
120,31,men,439912
120,31,women,419176
120,32,men,444202
120,32,women,423247
120,33,men,447785
120,33,women,426653
120,34,men,451193
120,34,women,429821
120,35,men,454312
120,35,women,432696
120,36,men,456926
120,36,women,435182
120,37,men,459106
120,37,women,437340
120,38,men,460870
120,38,women,439184
120,39,men,462312
120,39,women,440790
120,40,men,463430
120,40,women,442201
120,41,men,464209
120,41,women,443399
120,42,men,464749
120,42,women,444294
120,43,men,465089
120,43,women,444955
120,44,men,465208
120,44,women,445400
120,45,men,465114
120,45,women,445589
120,46,men,464848
120,46,women,445576
120,47,men,464426
120,47,women,445431
120,48,men,463868
120,48,women,445119
120,49,men,463169
120,49,women,444678
120,50,men,462338
120,50,women,444070
120,51,men,461378
120,51,women,443334
120,52,men,460282
120,52,women,442456
120,53,men,459040
120,53,women,441446
120,54,men,457648
120,54,women,440296
120,55,men,456072
120,55,women,439002
120,56,men,454354
120,56,women,437641
120,57,men,452695
120,57,women,436346
120,58,men,451010
120,58,women,435088
120,59,men,449241
120,59,women,433796
120,60,men,447456
