year,age,sex,pops
66,98,men,25580
66,98,women,43893
66,99,men,48104
66,99,women,91190
67,30,men,423094
67,30,women,403380
67,31,men,426175
67,31,women,406417
67,32,men,429304
67,32,women,409408
67,33,men,432266
67,33,women,412260
67,34,men,435139
67,34,women,414968
67,35,men,437706
67,35,women,417351
67,36,men,439726
67,36,women,419301
67,37,men,441404
67,37,women,421034
67,38,men,442704
67,38,women,422490
67,39,men,443721
67,39,women,423750
67,40,men,444192
67,40,women,424623
67,41,men,443958
67,41,women,424894
67,42,men,443158
67,42,women,424554
67,43,men,440447
67,43,women,422331
67,44,men,418946
67,44,women,402043
67,45,men,431629
67,45,women,414518
67,46,men,425272
67,46,women,409118
67,47,men,434542
67,47,women,418760
67,48,men,437882
67,48,women,421704
67,49,men,439869
67,49,women,424792
67,50,men,445622
67,50,women,430778
67,51,men,453098
67,51,women,437742
67,52,men,447871
67,52,women,433703
67,53,men,447628
67,53,women,434378
67,54,men,454435
67,54,women,439856
67,55,men,460711
67,55,women,447440
67,56,men,459665
67,56,women,445496
67,57,men,452501
67,57,women,439862
67,58,men,447484
67,58,women,435635
67,59,men,448428
67,59,women,437430
67,60,men,434674
67,60,women,423758
67,61,men,426573
67,61,women,416679
67,62,men,425654
67,62,women,414986
67,63,men,423472
67,63,women,413324
67,64,men,414966
67,64,women,408032
67,65,men,404772
67,65,women,407264
67,66,men,396293
67,66,women,404288
67,67,men,391980
67,67,women,403266
67,68,men,391436
67,68,women,408234
67,69,men,383000
67,69,women,404158
67,70,men,379586
67,70,women,405428
67,71,men,368156
67,71,women,397333
67,72,men,363758
67,72,women,398314
67,73,men,361692
67,73,women,400680
67,74,men,351408
67,74,women,393202
67,75,men,349042
67,75,women,394368
67,76,men,342038
67,76,women,389232
67,77,men,328890
67,77,women,379976
67,78,men,314396
67,78,women,367724
67,79,men,304672
67,79,women,362110
67,80,men,285384
67,80,women,343879
67,81,men,272090
67,81,women,328078
67,82,men,258666
67,82,women,314542
67,83,men,237712
67,83,women,293142
67,84,men,224268
67,84,women,279873
67,85,men,209844
67,85,women,263846
67,86,men,196886
67,86,women,251976
67,87,men,182748
67,87,women,236472
67,88,men,160814
67,88,women,210430
67,89,men,135954
67,89,women,180083
67,90,men,119254
67,90,women,160658
67,91,men,107019
67,91,women,147139
67,92,men,94346
67,92,women,132745
67,93,men,80823
67,93,women,116652
67,94,men,69541
67,94,women,102989
67,95,men,58204
67,95,women,88964
67,96,men,47166
67,96,women,75158
67,97,men,35039
67,97,women,57707
67,98,men,26314
67,98,women,44933
67,99,men,49740
67,99,women,93903
68,30,men,424962
68,30,women,405154
68,31,men,427916
68,31,women,408070
68,32,men,430364
68,32,women,410406
68,33,men,432718
68,33,women,412672
68,34,men,435442
68,34,women,415238
68,35,men,437984
68,35,women,417604
68,36,men,440026
68,36,women,419572
68,37,men,441588
68,37,women,421192
68,38,men,442851
68,38,women,422606
68,39,men,443848
68,39,women,423852
68,40,men,444578
68,40,women,424970
68,41,men,444772
68,41,women,425678
68,42,men,444357
68,42,women,425721
68,43,men,443414
68,43,women,425204
68,44,men,440566
68,44,women,422854
68,45,men,418953
68,45,women,402396
68,46,men,431522
68,46,women,414726
68,47,men,425082
68,47,women,409269
68,48,men,434232
68,48,women,418788
68,49,men,437472
68,49,women,421625
68,50,men,439366
68,50,women,424606
68,51,men,444978
68,51,women,430452
68,52,men,452300
68,52,women,437264
68,53,men,446950
68,53,women,433124
68,54,men,446554
68,54,women,433662
68,55,men,453181
68,55,women,439006
68,56,men,459295
68,56,women,446507
68,57,men,458118
68,57,women,444463
68,58,men,450834
68,58,women,438776
68,59,men,445686
68,59,women,434477
68,60,men,446468
68,60,women,436152
68,61,men,432576
68,61,women,422422
68,62,men,424328
68,62,women,415244
68,63,men,423226
68,63,women,413436
68,64,men,420821
68,64,women,411676
68,65,men,412122
68,65,women,406286
68,66,men,401758
68,66,women,405399
68,67,men,393110
68,67,women,402294
68,68,men,388593
68,68,women,401080
68,69,men,387771
68,69,women,405786
68,70,men,379074
68,70,women,401481
68,71,men,375312
68,71,women,402443
68,72,men,363604
68,72,women,394072
68,73,men,358791
68,73,women,394652
68,74,men,356196
68,74,women,396568
68,75,men,345470
68,75,women,388704
68,76,men,342484
68,76,women,389288
68,77,men,334890
68,77,women,383585
68,78,men,321228
68,78,women,373761
68,79,men,306208
68,79,women,360930
68,80,men,295794
68,80,women,354520
68,81,men,276048
68,81,women,335669
68,82,men,262066
68,82,women,319148
68,83,men,247885
68,83,women,304744
68,84,men,226487
68,84,women,282656
68,85,men,212258
68,85,women,268364
68,86,men,197130
68,86,women,251400
68,87,men,183438
68,87,women,238375
68,88,men,168701
68,88,women,221884
68,89,men,146953
68,89,women,195653
68,90,men,122844
68,90,women,165734
68,91,men,106311
68,91,women,146044
68,92,men,93878
68,92,women,131796
68,93,men,81258
68,93,women,116930
68,94,men,68175
68,94,women,100838
68,95,men,57293
68,95,women,87169
68,96,men,46701
68,96,women,73509
68,97,men,36742
68,97,women,60402
68,98,men,26405
68,98,women,44929
68,99,men,51413
68,99,women,96623
69,30,men,426850
69,30,women,406940
69,31,men,429784
69,31,women,409845
69,32,men,432106
69,32,women,412059
69,33,men,433780
69,33,women,413671
69,34,men,435896
69,34,women,415651
69,35,men,438290
69,35,women,417877
69,36,men,440307
69,36,women,419826
69,37,men,441890
69,37,women,421465
69,38,men,443038
69,38,women,422766
69,39,men,443998
69,39,women,423970
69,40,men,444708
69,40,women,425074
69,41,men,445163
69,41,women,426028
69,42,men,445174
69,42,women,426507
69,43,men,444616
69,43,women,426372
69,44,men,443534
69,44,women,425727
69,45,men,440554
69,45,women,423198
69,46,men,418874
69,46,women,402620
69,47,men,431332
69,47,women,414876
69,48,men,424802
69,48,women,409315
69,49,men,433840
69,49,women,418721
69,50,men,436986
69,50,women,421451
69,51,men,438749
69,51,women,424298
69,52,men,444210
69,52,women,429994
69,53,men,451380
69,53,women,436688
69,54,men,445892
69,54,women,432422
69,55,men,445340
69,55,women,432836
69,56,men,451806
69,56,women,438100
69,57,men,457764
69,57,women,445482
69,58,men,456448
69,58,women,443378
69,59,men,449044
69,59,women,437624
69,60,men,443754
69,60,women,433216
69,61,men,444336
69,61,women,434786
69,62,men,430327
69,62,women,420982
69,63,men,421934
69,63,women,413711
69,64,men,420604
69,64,women,411806
69,65,men,417970
69,65,women,409934
69,66,men,409088
69,66,women,404448
69,67,men,398566
69,67,women,403422
69,68,men,389752
69,68,women,400142
69,69,men,384998
69,69,women,398706
69,70,men,383844
69,70,women,403131
69,71,men,374856
69,71,women,398562
69,72,men,370725
69,72,women,399179
69,73,men,358698
69,73,women,390494
69,74,men,353404
69,74,women,390652
69,75,men,350251
69,75,women,392088
69,76,men,339058
69,76,women,383760
69,77,men,335412
69,77,women,383709
69,78,men,327181
69,78,women,377386
69,79,men,312961
69,79,women,366937
69,80,men,297392
69,80,women,353456
69,81,men,286233
69,81,women,346156
69,82,men,265998
69,82,women,326641
69,83,men,251272
69,83,women,309326
69,84,men,236318
69,84,women,293973
69,85,men,214501
69,85,women,271170
69,86,men,199548
69,86,women,255854
69,87,men,183822
69,87,women,237988
69,88,men,169498
69,88,women,223840
69,89,men,154327
69,89,women,206484
69,90,men,132944
69,90,women,180244
69,91,men,109658
69,91,women,150826
69,92,men,93393
69,92,women,130974
69,93,men,80982
69,93,women,116249
69,94,men,68657
69,94,women,101224
69,95,men,56269
69,95,women,85481
69,96,men,46058
69,96,women,72145
69,97,men,36453
69,97,women,59181
69,98,men,27747
69,98,women,47116
69,99,men,52659
69,99,women,98588
70,30,men,428693
70,30,women,408693
70,31,men,431673
70,31,women,411630
70,32,men,433974
70,32,women,413834
70,33,men,435522
70,33,women,415324
70,34,men,436961
70,34,women,416650
70,35,men,438746
70,35,women,418292
70,36,men,440616
70,36,women,420102
70,37,men,442174
70,37,women,421721
70,38,men,443344
70,38,women,423041
70,39,men,444189
70,39,women,424132
70,40,men,444862
70,40,women,425194
70,41,men,445296
70,41,women,426134
70,42,men,445571
70,42,women,426859
70,43,men,445438
70,43,women,427160
70,44,men,444739
70,44,women,426896
70,45,men,443522
70,45,women,426070
70,46,men,440454
70,46,women,423410
70,47,men,418712
70,47,women,402788
70,48,men,431050
70,48,women,414924
70,49,men,424440
70,49,women,409268
70,50,men,433374
70,50,women,418561
70,51,men,436388
70,51,women,421158
70,52,men,438010
70,52,women,423858
70,53,men,443323
70,53,women,429437
70,54,men,450324
70,54,women,435988
70,55,men,444694
70,55,women,431610
70,56,men,444004
70,56,women,431958
70,57,men,450318
70,57,women,437105
70,58,men,456111
70,58,women,444404
70,59,men,454654
70,59,women,442224
70,60,men,447122
70,60,women,436369
70,61,men,441654
70,61,women,431872
70,62,men,442048
70,62,women,433317
70,63,men,427927
70,63,women,419446
70,64,men,419349
70,64,women,412099
70,65,men,417784
70,65,women,410084
70,66,men,414928
70,66,women,408102
70,67,men,405875
70,67,women,402500
70,68,men,395202
70,68,women,401290
70,69,men,386190
70,69,women,397804
70,70,men,381144
70,70,women,396132
70,71,men,379622
70,71,women,400234
70,72,men,370330
70,72,women,395368
70,73,men,365782
70,73,women,395598
70,74,men,353377
70,74,women,386586
70,75,men,347575
70,75,women,386294
70,76,men,343827
70,76,women,387160
70,77,men,332142
70,77,women,378328
70,78,men,327782
70,78,women,377583
70,79,men,318860
70,79,women,370578
70,80,men,304057
70,80,women,359428
70,81,men,287892
70,81,women,345218
70,82,men,275934
70,82,women,336955
70,83,men,255170
70,83,women,316706
70,84,men,239682
70,84,women,298521
70,85,men,223958
70,85,women,282168
70,86,men,201806
70,86,women,258678
70,87,men,186234
70,87,women,242366
70,88,men,170016
70,88,women,223646
70,89,men,155222
70,89,women,208483
70,90,men,139784
70,90,women,190409
70,91,men,118832
70,91,women,164212
70,92,men,96471
70,92,women,135426
70,93,men,80688
70,93,women,115676
70,94,men,68538
70,94,women,100777
70,95,men,56768
70,95,women,85939
70,96,men,45321
70,96,women,70864
70,97,men,36023
70,97,women,58185
70,98,men,27586
70,98,women,46249
70,99,men,54529
70,99,women,101681
71,30,men,430150
71,30,women,410071
71,31,men,433517
71,31,women,413382
71,32,men,435865
71,32,women,415618
71,33,men,437392
71,33,women,417100
71,34,men,438705
71,34,women,418304
71,35,men,439813
71,35,women,419292
71,36,men,441073
71,36,women,420518
71,37,men,442484
71,37,women,421998
71,38,men,443630
71,38,women,423300
71,39,men,444498
71,39,women,424410
71,40,men,445057
71,40,women,425358
71,41,men,445454
71,41,women,426256
71,42,men,445708
71,42,women,426968
71,43,men,445840
71,43,women,427514
71,44,men,445566
71,44,women,427686
71,45,men,444732
71,45,women,427240
71,46,men,443422
71,46,women,426280
71,47,men,440270
71,47,women,423566
71,48,men,418462
71,48,women,402854
71,49,men,430688
71,49,women,414878
71,50,men,424006
71,50,women,409128
71,51,men,432797
71,51,women,418281
71,52,men,435670
71,52,women,420734
71,53,men,437153
71,53,women,423322
71,54,men,442302
71,54,women,428758
71,55,men,449128
71,55,women,435178
71,56,men,443376
71,56,women,430744
71,57,men,442560
71,57,women,430990
71,58,men,448710
71,58,women,436060
71,59,men,454336
71,59,women,443260
71,60,men,452728
71,60,women,440968
71,61,men,445032
71,61,women,435031
71,62,men,439402
71,62,women,430426
71,63,men,439610
71,63,women,431749
71,64,men,425336
71,64,women,417831
71,65,men,416568
71,65,women,410396
71,66,men,414776
71,66,women,408272
71,67,men,411706
71,67,women,406161
71,68,men,402486
71,68,women,400400
71,69,men,391631
71,69,women,398972
71,70,men,382370
71,70,women,395267
71,71,men,377002
71,71,women,393322
71,72,men,375093
71,72,women,397066
71,73,men,365450
71,73,women,391864
71,74,men,360418
71,74,women,391684
71,75,men,347618
71,75,women,382326
71,76,men,341276
71,76,women,381500
71,77,men,336896
71,77,women,381745
71,78,men,324678
71,78,women,372362
71,79,men,319544
71,79,women,370853
71,80,men,309894
71,80,women,363084
71,81,men,294459
71,81,women,351150
71,82,men,277656
71,82,women,336152
71,83,men,264834
71,83,women,326828
71,84,men,243540
71,84,women,305774
71,85,men,227292
71,85,women,286674
71,86,men,210858
71,86,women,269322
71,87,men,188496
71,87,women,245199
71,88,men,172407
71,88,women,227929
71,89,men,155860
71,89,women,208480
71,90,men,140760
71,90,women,192440
71,91,men,125109
71,91,women,173661
71,92,men,104690
71,92,women,147621
71,93,men,83475
71,93,women,119763
71,94,men,68401
71,94,women,100422
71,95,men,56770
71,95,women,85690
71,96,men,45809
71,96,women,71360
71,97,men,35517
71,97,women,57251
71,98,men,27318
71,98,women,45555
71,99,men,55756
71,99,women,103310
72,30,men,431194
72,30,women,411058
72,31,men,434976
72,31,women,414760
72,32,men,437708
72,32,women,417369
72,33,men,439282
72,33,women,418882
72,34,men,440576
72,34,women,420080
72,35,men,441560
72,35,women,420946
72,36,men,442143
72,36,women,421518
72,37,men,442944
72,37,women,422416
72,38,men,443943
72,38,women,423578
72,39,men,444788
72,39,women,424670
72,40,men,445370
72,40,women,425638
72,41,men,445655
72,41,women,426421
72,42,men,445872
72,42,women,427092
72,43,men,445982
72,43,women,427628
72,44,men,445974
72,44,women,428044
72,45,men,445564
72,45,women,428034
72,46,men,444636
72,46,women,427454
72,47,men,443238
72,47,women,426435
72,48,men,439995
72,48,women,423618
72,49,men,418130
72,49,women,402826
72,50,men,430252
72,50,women,414742
72,51,men,423463
72,51,women,408872
72,52,men,432102
72,52,women,417870
72,53,men,434832
72,53,women,420214
72,54,men,436162
72,54,women,422665
72,55,men,441142
72,55,women,427972
72,56,men,447813
72,56,women,434316
72,57,men,441951
72,57,women,429792
72,58,men,440999
72,58,women,429975
72,59,men,446986
72,59,women,434950
72,60,men,452431
72,60,women,442014
72,61,men,450633
72,61,women,439629
72,62,men,442790
72,62,women,433591
72,63,men,437000
72,63,women,428883
72,64,men,436978
72,64,women,430102
72,65,men,422550
72,65,women,416125
72,66,men,413601
72,66,women,408605
72,67,men,411590
72,67,women,406354
72,68,men,408310
72,68,women,404066
72,69,men,398890
72,69,women,398116
72,70,men,387802
72,70,women,396458
72,71,men,378264
72,71,women,392496
72,72,men,372557
72,72,women,390248
72,73,men,370210
72,73,women,393588
72,74,men,360156
72,74,women,388034
72,75,men,354614
72,75,women,387419
72,76,men,341394
72,76,women,377640
72,77,men,334479
72,77,women,376230
72,78,men,329413
72,78,women,375796
72,79,men,316614
72,79,women,365804
72,80,men,310666
72,80,women,363443
72,81,men,300228
72,81,women,354820
72,82,men,284112
72,82,women,342038
72,83,men,266618
72,83,women,326168
72,84,men,252904
72,84,women,315680
72,85,men,231098
72,85,women,293783
72,86,men,214153
72,86,women,273775
72,87,men,197114
72,87,women,255452
72,88,men,174664
72,88,women,230762
72,89,men,158217
72,89,women,212652
72,90,men,141506
72,90,women,192622
72,91,men,126146
72,91,women,175702
72,92,men,110375
72,92,women,156300
72,93,men,90724
72,93,women,130716
72,94,men,70879
72,94,women,104115
72,95,men,56755
72,95,women,85516
72,96,men,45896
72,96,women,71268
72,97,men,35970
72,97,women,57751
72,98,men,26990
72,98,women,44905
72,99,men,56447
72,99,women,104008
73,30,men,432101
73,30,women,411924
73,31,men,436020
73,31,women,415748
73,32,men,439168
73,32,women,418748
73,33,men,441127
73,33,women,420634
73,34,men,442466
73,34,women,421862
73,35,men,443431
73,35,women,422722
73,36,men,443891
73,36,women,423173
73,37,men,444016
73,37,women,423417
73,38,men,444406
73,38,women,423998
73,39,men,445104
73,39,women,424950
73,40,men,445664
73,40,women,425900
73,41,men,445972
73,41,women,426704
73,42,men,446078
73,42,women,427260
73,43,men,446151
73,43,women,427754
73,44,men,446122
73,44,women,428160
73,45,men,445978
73,45,women,428394
73,46,men,445474
73,46,women,428251
73,47,men,444458
73,47,women,427612
73,48,men,442964
73,48,women,426486
73,49,men,439638
73,49,women,423576
73,50,men,417729
73,50,women,402708
73,51,men,429708
73,51,women,414486
73,52,men,422802
73,52,women,408485
73,53,men,431288
73,53,women,417364
73,54,men,433862
73,54,women,419574
73,55,men,435035
73,55,women,421902
73,56,men,439866
73,56,women,427134
73,57,men,446392
73,57,women,433367
73,58,men,440412
73,58,women,428793
73,59,men,439324
73,59,women,428898
73,60,men,445134
73,60,women,433742
73,61,men,450358
73,61,women,440685
73,62,men,448386
73,62,women,438188
73,63,men,440398
73,63,women,432056
73,64,men,434408
73,64,women,427262
73,65,men,434146
73,65,women,428361
73,66,men,419576
73,66,women,414330
73,67,men,410460
73,67,women,406709
73,68,men,408234
73,68,women,404283
73,69,men,404706
73,69,women,401789
73,70,men,395036
73,70,women,395639
73,71,men,383686
73,71,women,393714
73,72,men,373858
73,72,women,389468
73,73,men,367764
73,73,women,386874
73,74,men,364911
73,74,women,389788
73,75,men,354426
73,75,women,383862
73,76,men,348340
73,76,women,382727
73,77,men,334676
73,77,women,372486
73,78,men,327140
73,78,women,370438
73,79,men,321329
73,79,women,369258
73,80,men,307922
73,80,women,358583
73,81,men,301090
73,81,women,355270
73,82,men,289804
73,82,women,345721
73,83,men,272950
73,83,women,332001
73,84,men,254748
73,84,women,315174
73,85,men,240136
73,85,women,303446
73,86,men,217896
73,86,women,280720
73,87,men,200356
73,87,women,259842
73,88,men,182816
73,88,women,240588
73,89,men,160453
73,89,women,215473
73,90,men,143812
73,90,women,196662
73,91,men,126977
73,91,women,176055
73,92,men,111445
73,92,women,158321
73,93,men,95795
73,93,women,138577
73,94,men,77159
73,94,women,113795
73,95,men,58913
73,95,women,88794
73,96,men,45968
73,96,women,71237
73,97,men,36109
73,97,women,57775
73,98,men,27390
73,98,women,45380
73,99,men,56732
73,99,women,104080
74,30,men,432827
74,30,women,412602
74,31,men,436929
74,31,women,416616
74,32,men,440215
74,32,women,419737
74,33,men,442588
74,33,women,422014
74,34,men,444312
74,34,women,423614
74,35,men,445320
74,35,women,424504
74,36,men,445763
74,36,women,424949
74,37,men,445767
74,37,women,425073
74,38,men,445482
74,38,women,425001
74,39,men,445570
74,39,women,425372
74,40,men,445983
74,40,women,426182
74,41,men,446270
74,41,women,426969
74,42,men,446398
74,42,women,427546
74,43,men,446362
74,43,women,427926
74,44,men,446296
74,44,women,428290
74,45,men,446132
74,45,women,428514
74,46,men,445894
74,46,women,428614
74,47,men,445301
74,47,women,428412
74,48,men,444190
74,48,women,427667
74,49,men,442608
74,49,women,426445
74,50,men,439208
74,50,women,423444
74,51,men,417219
74,51,women,402472
74,52,men,429045
74,52,women,414100
74,53,men,422024
74,53,women,408005
74,54,men,430343
74,54,women,416740
74,55,men,432758
74,55,women,418828
74,56,men,433794
74,56,women,421088
74,57,men,438484
74,57,women,426212
74,58,men,444855
74,58,women,432372
74,59,men,438761
74,59,women,427733
74,60,men,437527
74,60,women,427723
74,61,men,443120
74,61,women,432455
74,62,men,448136
74,62,women,439256
74,63,men,445990
74,63,women,436652
74,64,men,437816
74,64,women,430442
74,65,men,431618
74,65,women,425550
74,66,men,431124
74,66,women,426531
74,67,men,416428
74,67,women,412429
74,68,men,407152
74,68,women,404661
74,69,men,404672
74,69,women,402030
74,70,men,400842
74,70,women,399319
74,71,men,390892
74,71,women,392934
74,72,men,379270
74,72,women,390712
74,73,men,369108
74,73,women,386140
74,74,men,362563
74,74,women,383186
74,75,men,359172
74,75,women,385647
74,76,men,348230
74,76,women,379270
74,77,men,341566
74,77,women,377566
74,78,men,327420
74,78,women,366821
74,79,men,319209
74,79,women,364072
74,80,men,312612
74,80,women,362056
74,81,men,298542
74,81,women,350615
74,82,men,290758
74,82,women,346268
74,83,men,278552
74,83,women,335694
74,84,men,260941
74,84,women,320942
74,85,men,242036
74,85,women,303103
74,86,men,226577
74,86,women,290110
74,87,men,204020
74,87,women,266600
74,88,men,185991
74,88,women,244899
74,89,men,168114
74,89,women,224833
74,90,men,146012
74,90,women,199458
74,91,men,129209
74,91,women,179937
74,92,men,112333
74,92,women,158822
74,93,men,96867
74,93,women,140546
74,94,men,81602
74,94,women,120803
74,95,men,64243
74,95,women,97192
74,96,men,47804
74,96,women,74085
74,97,men,36236
74,97,women,57848
74,98,men,27552
74,98,women,45481
74,99,men,57280
74,99,women,104588
75,30,men,432878
75,30,women,412642
75,31,men,437656
75,31,women,417294
75,32,men,441124
75,32,women,420606
75,33,men,443636
75,33,women,423003
75,34,men,445774
75,34,women,424994
75,35,men,447168
75,35,women,426255
75,36,men,447654
75,36,women,426730
75,37,men,447640
75,37,women,426848
75,38,men,447234
75,38,women,426657
75,39,men,446648
75,39,women,426376
75,40,men,446452
75,40,women,426607
75,41,men,446592
75,41,women,427254
75,42,men,446701
75,42,women,427814
75,43,men,446687
75,43,women,428213
75,44,men,446512
75,44,women,428465
75,45,men,446312
75,45,women,428648
75,46,men,446054
75,46,women,428738
75,47,men,445727
75,47,women,428778
75,48,men,445038
75,48,women,428470
75,49,men,443840
75,49,women,427628
75,50,men,442180
75,50,women,426312
75,51,men,438670
75,51,women,423192
75,52,men,416592
75,52,women,402108
75,53,men,428265
75,53,women,413621
75,54,men,421115
75,54,women,407407
75,55,men,429264
75,55,women,416012
75,56,men,431540
75,56,women,418034
75,57,men,432450
75,57,women,420192
75,58,men,436990
75,58,women,425244
75,59,men,443207
75,59,women,431315
75,60,men,436989
75,60,women,426578
75,61,men,435571
75,61,women,426472
75,62,men,440960
75,62,women,431070
75,63,men,445768
75,63,women,437734
75,64,men,443404
75,64,women,435040
75,65,men,435038
75,65,women,428739
75,66,men,428642
75,66,women,423751
75,67,men,427924
75,67,women,424592
75,68,men,413110
75,68,women,410378
75,69,men,403642
75,69,women,402436
75,70,men,400852
75,70,women,399588
75,71,men,396686
75,71,women,396622
75,72,men,386444
75,72,women,389974
75,73,men,374508
75,73,women,387414
75,74,men,363950
75,74,women,382504
75,75,men,356931
75,75,women,379166
75,76,men,352968
75,76,women,381090
75,77,men,341540
75,77,women,374220
75,78,men,334248
75,78,women,371892
75,79,men,319576
75,79,women,360592
75,80,men,310653
75,80,women,357055
75,81,men,303202
75,81,women,354106
75,82,men,288420
75,82,women,341837
75,83,men,279602
75,83,women,336346
75,84,men,266440
75,84,women,324644
75,85,men,248072
75,85,women,308795
75,86,men,228530
75,86,women,289939
75,87,men,212317
75,87,women,275688
75,88,men,189561
75,88,women,251447
75,89,men,171206
75,89,women,229050
75,90,men,153156
75,90,women,208316
75,91,men,131350
75,91,women,182684
75,92,men,114463
75,92,women,162510
75,93,men,97782
75,93,women,141167
75,94,men,82646
75,94,women,122686
75,95,men,68058
75,95,women,103329
75,96,men,52223
75,96,women,81219
75,97,men,37756
75,97,women,60262
75,98,men,27705
75,98,women,45620
75,99,men,57859
75,99,women,105168
76,30,men,432212
76,30,women,412002
76,31,men,437710
76,31,women,417335
76,32,men,441853
76,32,women,421284
76,33,men,444548
76,33,women,423872
76,34,men,446824
76,34,women,425983
76,35,men,448633
76,35,women,427636
76,36,men,449504
76,36,women,428482
76,37,men,449532
76,37,women,428630
76,38,men,449108
76,38,women,428432
76,39,men,448404
76,39,women,428033
76,40,men,447534
76,40,women,427612
76,41,men,447065
76,41,women,427682
76,42,men,447026
76,42,women,428101
76,43,men,446994
76,43,women,428483
76,44,men,446843
76,44,women,428754
76,45,men,446534
76,45,women,428826
76,46,men,446241
76,46,women,428876
76,47,men,445894
76,47,women,428907
76,48,men,445472
76,48,women,428840
76,49,men,444695
76,49,women,428434
76,50,men,443418
76,50,women,427498
76,51,men,441644
76,51,women,426060
76,52,men,438014
76,52,women,422810
76,53,men,415852
76,53,women,401652
76,54,men,427356
76,54,women,413024
76,55,men,420076
76,55,women,406706
76,56,men,428073
76,56,women,415236
76,57,men,430220
76,57,women,417157
76,58,men,430996
76,58,women,419252
76,59,men,435388
76,59,women,424217
76,60,men,441436
76,60,women,430162
76,61,men,435060
76,61,women,425347
76,62,men,433474
76,62,women,425126
76,63,men,438658
76,63,women,429592
76,64,men,443211
76,64,women,436134
76,65,men,440622
76,65,women,433336
76,66,men,432074
76,66,women,426949
76,67,men,425492
76,67,women,421848
76,68,men,424552
76,68,women,422502
76,69,men,409590
76,69,women,408148
76,70,men,399877
76,70,women,400021
76,71,men,396744
76,71,women,396920
76,72,men,392226
76,72,women,393670
76,73,men,381648
76,73,women,386722
76,74,men,369336
76,74,women,383810
76,75,men,358364
76,75,women,378541
76,76,men,350839
76,76,women,374742
76,77,men,346268
76,77,women,376075
76,78,men,334310
76,78,women,368665
76,79,men,326335
76,79,women,365652
76,80,men,311112
76,80,women,353726
76,81,men,301414
76,81,women,349308
76,82,men,293042
76,82,women,345345
76,83,men,277484
76,83,women,332158
76,84,men,267587
76,84,women,325406
76,85,men,253454
76,85,women,312502
76,86,men,234390
76,86,women,295542
76,87,men,214314
76,87,women,275695
76,88,men,197445
76,88,women,260202
76,89,men,174665
76,89,women,235362
76,90,men,156148
76,90,women,212418
76,91,men,137947
76,91,women,190993
76,92,men,116515
76,92,women,165177
76,93,men,99781
76,93,women,144623
76,94,men,83558
76,94,women,123393
76,95,men,69045
76,95,women,105092
76,96,men,55424
76,96,women,86482
76,97,men,41324
76,97,women,66175
76,98,men,28925
76,98,women,47608
76,99,men,58465
76,99,women,105844
77,30,men,431416
77,30,women,411238
77,31,men,437046
77,31,women,416696
77,32,men,441910
77,32,women,421326
77,33,men,445278
77,33,women,424552
77,34,men,447738
77,34,women,426854
77,35,men,449683
77,35,women,428625
77,36,men,450968
77,36,women,429863
77,37,men,451383
77,37,women,430380
77,38,men,451002
77,38,women,430214
77,39,men,450278
77,39,women,429808
77,40,men,449292
77,40,women,429270
77,41,men,448150
77,41,women,428688
77,42,men,447504
77,42,women,428532
77,43,men,447324
77,43,women,428774
77,44,men,447155
77,44,women,429028
77,45,men,446872
77,45,women,429118
77,46,men,446469
77,46,women,429057
77,47,men,446088
77,47,women,429048
77,48,men,445646
77,48,women,428974
77,49,men,445136
77,49,women,428809
77,50,men,444281
77,50,women,428307
77,51,men,442888
77,51,women,427248
77,52,men,440990
77,52,women,425678
77,53,men,437242
77,53,women,422336
77,54,men,414982
77,54,women,401080
77,55,men,426316
77,55,women,412326
77,56,men,418928
77,56,women,405960
77,57,men,426782
77,57,women,414380
77,58,men,428792
77,58,women,416238
77,59,men,429436
77,59,women,418255
77,60,men,433668
77,60,women,423097
77,61,men,439508
77,61,women,428935
77,62,men,432990
77,62,women,424022
77,63,men,431238
77,63,women,423690
77,64,men,436170
77,64,women,428041
77,65,men,440460
77,65,women,434444
77,66,men,437654
77,66,women,431546
77,67,men,428938
77,67,women,425056
77,68,men,422176
77,68,women,419796
77,69,men,420976
77,69,women,420230
77,70,men,405814
77,70,women,405728
77,71,men,395828
77,71,women,397384
77,72,men,392335
77,72,women,394003
77,73,men,387417
77,73,women,390428
77,74,men,376440
77,74,women,383168
77,75,men,363733
77,75,women,379882
77,76,men,352321
77,76,women,374177
77,77,men,344258
77,77,women,369871
77,78,men,339025
77,78,women,370559
77,79,men,326489
77,79,women,362554
77,80,men,317793
77,80,women,358772
77,81,men,301970
77,81,women,346142
77,82,men,291434
77,82,women,340768
77,83,men,282062
77,83,women,335682
77,84,men,265700
77,84,women,321483
77,85,men,254698
77,85,women,313380
77,86,men,239639
77,86,women,299247
77,87,men,219979
77,87,women,281192
77,88,men,199476
77,88,women,260388
77,89,men,182109
77,89,women,243750
77,90,men,159478
77,90,women,218468
77,91,men,140814
77,91,women,194951
77,92,men,122530
77,92,women,172882
77,93,men,101716
77,93,women,147176
77,94,men,85399
77,94,women,126582
77,95,men,69923
77,95,women,105849
77,96,men,56328
77,96,women,88093
77,97,men,43940
77,97,women,70580
77,98,men,31722
77,98,women,52371
77,99,men,59882
77,99,women,108013
78,30,men,430498
78,30,women,410354
78,31,men,436251
78,31,women,415935
78,32,men,441247
78,32,women,420689
78,33,men,445336
78,33,women,424594
78,34,men,448470
78,34,women,427534
